q1_0,q1_1,q1_2,q1_3,q1_4,q1_5,q1_6,q1_7,q1_8,q1_9,q2,q3,q4,q5,q6,q7_0,q7_1,q7_2,q7_3,q7_4,q7_5,q7_6,q7_7,q7_8,q7_9,q7_10,q7_11,q7_12,q7_13,q7_14,q8,q9,q10,q11_0,q11_1,q11_2,q11_3,q11_4,q11_5,q11_6,q11_7,q12,q13,q14,q15,q16,q17_0_0,q17_0_1,q17_0_2,q17_0_3,q17_0_4,q17_0_5,q17_0_6,q17_1_0,q17_1_1,q17_1_2,q17_1_3,q17_1_4,q17_1_5,q17_1_6,q17_2_0,q17_2_1,q17_2_2,q17_2_3,q17_2_4,q17_2_5,q17_2_6,q17_3_0,q17_3_1,q17_3_2,q17_3_3,q17_3_4,q17_3_5,q17_3_6,q17_4_0,q17_4_1,q17_4_2,q17_4_3,q17_4_4,q17_4_5,q17_4_6,q17_5_0,q17_5_1,q17_5_2,q17_5_3,q17_5_4,q17_5_5,q17_5_6,q17_6_0,q17_6_1,q17_6_2,q17_6_3,q17_6_4,q17_6_5,q17_6_6,q17_7_0,q17_7_1,q17_7_2,q17_7_3,q17_7_4,q17_7_5,q17_7_6,year,gender,age,income,cosize,tenure,weight
10,8,2,0,9,6,2,4,3,4,5,,,,,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,9,8,,,,,,,,,,3,,,,,2,1,4,1,4,4,2,1,2,1,5,1,7,6,1,7,4,1,2,7,3,4,7,4,5,6,5,4,7,3,3,7,4,6,4,3,3,2,7,5,2,6,6,7,6,4,4,3,2,1,1,7,7,7,4,5,4,2,4,4,1,3,1.049896
8,5,2,4,9,3,9,2,6,9,6,,,,,0,1,1,0,1,0,1,0,0,1,1,0,1,1,0,3,,,,,1,,2,3,,,1,2,1,,,6,6,3,2,1,1,7,4,6,5,5,5,3,4,6,1,3,1,2,7,6,3,1,2,4,6,3,2,7,3,5,6,4,4,2,1,7,7,6,6,6,6,5,6,3,5,4,7,3,5,5,3,2,7,6,5,4,2,4,5,2,4,0.792119
4,0,10,7,9,1,9,6,1,3,2,2,3,2,,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,2,,,,,,,,,2,1,1,5,,,,6,5,1,1,6,1,4,7,1,2,4,7,1,7,2,5,7,4,4,7,6,6,2,2,6,7,2,4,5,5,4,4,6,7,1,4,7,3,1,4,2,1,1,4,4,5,3,1,4,3,3,4,1,5,4,6,4,2,2,3,1,1,1.054153
9,5,1,6,9,0,4,7,5,4,3,2,1,,,1,0,1,1,1,0,1,1,0,1,0,0,0,0,1,10,10,,,,1,2,,,,,1,2,3,1,3,7,2,5,1,7,3,3,6,1,2,6,5,6,5,7,1,3,6,6,4,4,4,7,6,6,5,6,7,3,1,5,6,1,1,1,1,5,6,2,7,6,5,4,4,7,1,5,6,3,1,5,7,7,4,3,4,4,2,3,4,6,3,1.22159
7,6,2,2,10,8,3,9,8,8,2,5,,,,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,6,15,1,,,,,,,,,1,3,3,1,9,2,4,4,1,3,6,5,1,1,7,7,7,4,4,6,7,4,7,7,1,6,3,2,3,4,3,4,4,2,5,3,1,6,7,4,3,3,2,4,7,2,4,4,3,2,5,7,4,1,3,3,6,2,6,7,2,4,2,4,1,2,4,0.741067
4,5,8,1,5,6,9,2,3,9,6,,,,,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,4,,,5,,,3,2,1,,4,3,,,,,3,3,2,1,5,6,7,2,3,2,3,7,6,3,5,2,6,6,4,4,4,5,7,7,1,4,3,5,1,2,3,2,5,4,3,1,1,6,1,7,5,6,7,7,2,1,5,5,5,7,5,5,1,5,6,5,4,1,1,5,1,1,0.753365
4,3,10,2,4,1,3,7,5,0,5,,,,,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,10,8,,,,,,,,,,3,,,,,1,2,7,3,2,2,5,1,6,6,6,7,3,4,3,1,7,6,4,2,5,6,3,4,6,3,4,6,6,4,6,7,1,1,6,3,1,1,2,7,1,1,6,6,7,1,6,7,4,2,7,4,2,4,2,7,4,1,4,7,4,1,1.253527
2,2,8,5,5,3,8,0,3,9,1,4,,,,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,9,10,,,,,,,,,,3,,,,,4,6,3,4,5,5,1,5,7,1,7,4,4,6,3,4,6,6,3,5,2,5,3,3,1,7,6,5,2,7,7,3,7,4,7,2,5,2,4,3,4,6,6,4,2,3,6,2,2,3,5,3,4,1,7,6,4,1,4,5,1,1,1.418537
6,8,6,6,6,3,10,0,7,5,5,,,,,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,7,2,1,,4,1,,2,5,,3,1,6,,,,1,3,1,7,5,6,2,7,2,7,6,5,7,2,2,2,1,3,7,1,1,2,6,7,4,6,7,2,2,6,1,1,7,6,5,1,1,7,2,3,6,1,3,2,5,4,3,7,3,6,7,7,1,6,3,1,4,1,2,1,2,4,1.170703
4,3,1,9,5,5,10,10,6,5,1,1,3,2,,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2,,,,,,,,,,,2,3,3,2,,6,6,6,3,3,1,5,6,4,4,3,2,5,7,3,7,4,5,2,7,1,2,1,7,7,3,3,6,7,5,1,2,7,3,6,5,5,2,2,2,1,2,1,3,3,6,7,4,1,1,5,1,7,6,6,1,4,2,2,1,6,2,0.775731
8,0,9,0,7,3,3,8,5,8,1,5,,,,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,6,2,1,,,,,,,,,2,5,,,,1,6,5,7,1,6,3,6,6,1,3,6,3,2,6,1,5,1,7,5,3,1,2,1,4,5,2,1,5,6,7,2,4,3,3,3,7,7,6,1,1,2,5,2,5,7,1,4,1,6,1,1,6,6,7,7,4,2,5,1,1,2,0.703451
4,9,0,9,3,9,2,6,4,2,2,5,,,,0,0,0,1,0,1,0,0,1,1,1,0,1,0,1,4,,,,,,,,,,,4,,,,,5,5,7,6,7,1,6,7,3,5,3,4,1,7,5,5,7,3,4,4,2,4,5,1,1,1,6,5,7,4,4,6,1,6,1,4,4,3,5,2,5,2,5,1,2,5,4,6,1,4,3,5,3,6,5,4,4,1,3,3,5,4,0.714206
10,10,5,1,5,10,10,10,10,6,3,3,,,,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,,,,,,,,,,,2,5,,,,3,3,6,3,1,6,2,4,4,2,1,7,2,4,2,3,1,5,7,7,2,6,3,7,1,5,3,3,3,6,5,4,3,6,3,5,2,4,1,5,3,5,4,2,1,1,4,1,2,4,2,3,2,4,5,5,4,2,1,1,3,1,0.569686
9,6,0,10,0,1,8,5,5,3,7,,,,,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,8,1,1,,,,,,,,,4,,,,,3,7,2,7,5,6,6,4,4,4,5,3,4,2,7,4,2,3,6,4,5,1,7,1,2,3,3,5,3,2,2,2,7,2,2,1,1,5,5,2,7,4,5,6,6,4,7,3,1,4,4,4,6,5,6,5,4,1,2,1,4,4,1.079039
9,7,1,8,6,2,3,0,7,2,7,,,,,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,9,1,1,,,,,,,,,2,3,3,1,0,6,2,7,2,4,1,7,3,6,7,6,3,7,1,3,2,7,5,4,6,1,3,7,2,3,7,6,1,7,2,1,2,4,5,1,6,7,3,3,2,2,3,1,7,3,7,4,4,7,5,1,1,3,7,3,6,4,2,3,4,2,4,1.494898
3,4,3,2,10,10,8,5,0,8,7,,,,,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,9,11,,,,,,,,,,4,,,,,3,3,7,2,6,1,7,7,1,5,2,4,7,1,7,7,2,4,5,6,5,1,5,6,3,1,6,7,5,5,6,7,3,3,1,5,5,7,3,6,7,2,5,5,5,3,6,5,3,5,3,5,4,6,1,3,4,2,4,1,3,1,1.248538
7,0,9,8,5,4,8,6,4,3,2,5,,,,1,1,1,0,1,1,0,0,0,1,0,1,1,0,1,10,15,2,,,,,,,1,,1,5,,,,4,1,6,2,7,4,4,7,3,5,2,4,6,3,3,4,6,7,6,4,5,7,7,4,1,6,6,3,3,1,7,3,6,7,7,2,4,1,5,7,6,7,2,5,5,5,3,7,1,6,1,4,7,6,7,2,4,2,5,4,2,4,0.860298
6,6,7,2,8,7,5,6,4,7,5,,,,,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,7,5,1,,,,,,,,,3,,,,,3,4,2,5,6,5,1,5,3,2,5,3,5,1,2,4,6,6,5,5,1,5,1,6,1,3,7,2,4,7,5,3,7,2,4,3,7,1,2,2,6,3,1,2,1,7,2,7,1,7,3,2,6,4,6,3,4,2,4,1,2,4,1.096575
7,0,10,4,10,10,9,1,4,0,2,4,,,,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,5,,,,,,,,,,,3,,,,,7,2,5,5,1,1,1,1,5,7,4,2,2,2,6,1,7,3,7,2,5,3,6,2,7,3,7,1,5,6,7,5,6,5,3,4,5,7,2,7,5,7,1,6,5,7,5,7,5,7,4,1,3,2,2,4,4,2,4,2,1,1,1.165175
10,5,4,7,0,9,0,4,8,4,6,,,,,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,3,,,,,,,,,,,4,,,,,3,4,4,6,4,4,1,7,5,7,7,2,7,1,3,4,2,3,7,1,5,2,5,2,4,2,5,5,7,6,3,5,3,1,5,3,3,1,4,6,7,6,1,6,5,2,2,7,6,2,7,4,1,5,3,7,4,1,5,3,1,3,1.157976
5,6,2,7,1,6,5,4,7,10,2,1,2,2,,0,0,1,1,1,1,1,0,0,1,1,0,0,0,1,1,,,,,1,2,,,,,1,3,2,2,,6,3,7,3,4,3,7,6,7,4,1,1,3,2,1,5,7,2,5,5,5,2,1,6,2,5,1,3,6,3,1,7,3,7,2,3,5,7,4,3,2,1,6,5,1,5,2,3,7,1,5,5,1,3,5,4,4,2,4,5,2,4,0.955396
2,2,0,3,2,0,10,8,6,7,1,5,,,,0,0,1,1,1,0,1,1,0,0,0,1,1,0,1,6,12,,5,,2,,1,3,,4,1,2,3,2,,7,4,5,5,6,5,4,7,5,7,2,6,1,1,1,3,6,3,3,6,1,1,3,2,4,2,3,1,6,4,6,7,1,3,2,4,6,3,6,1,6,2,7,5,1,3,6,5,1,4,1,5,7,6,1,1,4,1,4,1,3,2,0.88418
3,2,0,2,4,8,9,8,0,8,5,,,,,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,,,,,,,,,,,2,5,,,,5,4,2,4,2,4,2,7,1,1,7,3,5,2,2,6,6,4,2,5,7,5,3,7,1,6,7,5,1,7,4,7,2,6,3,7,1,5,3,7,3,4,7,2,4,4,3,6,1,6,5,3,7,2,6,2,4,2,4,2,6,3,0.538494
8,2,6,8,5,8,3,9,5,6,5,,,,,1,0,1,1,0,0,1,1,1,0,0,0,1,1,1,8,4,,2,,4,3,,,5,1,2,2,2,2,,3,5,7,4,6,2,3,6,6,4,1,3,5,3,5,4,7,4,1,1,5,7,7,1,3,2,1,2,1,7,7,5,1,7,6,1,1,5,3,6,6,1,5,1,7,3,4,5,7,6,4,7,2,4,3,1,4,1,4,2,4,2,1.015332
8,1,8,4,2,6,9,0,4,9,6,,,,,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,10,10,,,,,,,,,,1,7,,,,1,3,2,6,2,2,2,2,5,4,6,7,5,5,1,1,4,4,6,3,4,3,4,7,5,3,2,6,2,1,3,4,6,6,1,3,3,6,2,1,2,3,6,7,3,7,5,2,3,3,4,6,1,4,1,2,4,2,3,6,2,2,1.206593
5,5,0,8,8,9,2,9,8,9,3,5,,,,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,3,,,,,,,,,,1,4,,,,,7,3,5,2,3,2,4,1,3,6,2,2,1,3,5,6,6,4,1,6,4,6,3,6,4,6,4,6,6,7,6,2,5,5,6,6,3,6,6,5,4,3,4,3,2,3,4,6,6,6,5,1,5,5,6,5,4,1,2,2,1,4,1.068973
0,4,4,3,8,2,7,3,8,4,2,1,1,,,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,3,,,,,,,,,,1,4,,,,,7,7,5,6,7,7,5,4,4,6,4,1,1,4,1,7,2,4,4,6,3,4,4,4,5,4,7,6,1,5,2,3,3,4,4,6,1,4,5,1,5,2,7,7,7,5,3,3,1,7,6,2,5,5,2,4,4,2,3,4,5,2,1.240821
7,6,6,4,0,3,6,8,9,2,7,,,,,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,4,,,,,,,,,,,1,3,2,1,9,5,1,3,4,2,5,2,1,1,3,3,4,7,3,7,7,6,1,2,1,4,6,1,2,6,5,6,7,6,7,6,1,4,6,2,3,1,1,5,7,2,3,1,3,5,5,3,6,5,5,1,6,7,1,5,5,4,2,1,4,4,3,1.299116
0,3,4,5,7,6,4,2,8,4,2,4,,,,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,10,11,,,,,,,,,,1,4,,,,7,7,1,6,2,2,2,4,6,4,2,5,3,1,2,6,6,7,1,3,4,3,1,4,2,6,6,7,1,6,1,2,2,6,7,7,3,5,2,7,5,5,5,5,5,1,6,6,7,5,7,3,3,4,5,4,4,1,1,1,3,4,1.495928
10,5,2,1,5,8,3,6,4,6,6,,,,,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0,2,,,,,,,,,,,2,5,,,,4,7,3,3,3,2,4,7,3,6,6,5,1,7,6,7,4,6,3,3,5,2,7,1,4,2,4,6,2,3,4,7,5,4,1,7,6,5,5,2,4,5,2,5,4,7,1,6,6,7,5,5,4,2,5,2,4,2,2,2,5,2,0.501642
2,9,3,3,0,6,7,0,2,10,6,,,,,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,10,3,2,1,,,,,,2,,3,,,,,5,4,4,6,3,4,4,1,5,7,5,6,7,1,4,3,4,3,7,4,7,3,6,2,2,5,2,7,1,7,6,5,7,3,3,6,3,3,4,4,4,7,3,7,2,5,4,3,5,3,5,1,1,2,5,4,4,1,2,7,4,2,0.501803
8,10,3,0,6,2,3,7,7,2,1,4,,,,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,4,,,2,1,,,,,,,2,3,3,2,,6,4,7,4,4,6,4,2,6,6,2,1,3,3,2,3,6,1,5,3,4,7,3,7,4,4,3,4,1,6,7,3,2,3,7,4,6,5,4,5,5,5,1,4,4,3,7,4,2,7,3,7,6,6,4,6,4,1,2,2,6,4,0.820369
8,4,8,5,1,2,0,0,8,1,3,4,,,,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,9,4,,,,,,,,,,4,,,,,3,1,5,7,4,6,7,5,7,1,6,1,1,3,2,4,3,1,4,1,3,2,1,3,7,3,7,6,4,1,1,1,7,3,1,1,1,6,2,6,1,5,4,1,2,3,5,5,4,2,4,7,5,3,4,3,4,2,4,6,4,1,0.55121
6,9,8,1,8,1,9,8,3,3,4,,,,,1,0,0,1,1,0,1,0,1,1,0,0,1,1,0,4,,,,,1,4,,3,2,5,3,,,,,7,3,3,7,7,4,3,6,3,7,3,6,7,4,2,4,4,3,4,1,2,3,5,2,6,4,4,4,2,6,6,2,7,5,7,5,1,3,7,3,3,5,1,6,1,6,4,3,7,5,1,1,7,3,3,6,4,2,2,4,3,4,0.541781
1,5,3,3,6,0,8,10,3,10,4,,,,,1,0,1,0,1,0,1,1,1,1,0,1,0,1,0,9,7,,2,,1,,,,,,3,,,,,3,1,3,3,1,1,1,3,1,3,5,3,1,6,2,7,5,1,7,3,3,7,6,1,6,7,2,6,3,7,3,3,4,1,6,6,1,6,3,5,1,3,7,5,5,4,4,7,5,2,3,5,6,6,7,5,4,1,4,2,6,1,0.939187
7,5,3,6,3,3,5,3,7,0,5,,,,,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,2,,,,,,,,,,,1,3,3,2,,7,6,4,6,7,7,7,5,7,7,1,4,5,5,1,7,6,6,2,4,4,6,2,5,1,3,6,1,6,1,5,2,3,1,6,1,5,7,5,3,1,7,3,2,1,6,7,6,3,6,7,1,5,1,3,2,4,2,5,3,4,3,1.291742
10,4,4,5,2,7,6,10,6,2,5,,,,,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,8,10,,,,,,,,,,4,,,,,4,1,3,7,1,2,3,1,5,6,4,6,3,1,6,6,7,6,3,7,2,7,7,5,6,4,4,3,7,3,3,4,6,5,1,1,3,6,6,5,3,6,7,3,2,2,6,5,6,4,2,2,1,4,1,4,4,2,4,3,1,4,0.955662
7,4,9,0,1,5,8,2,6,6,4,,,,,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,7,12,,,,,,,,,,3,,,,,2,1,1,6,3,1,3,1,1,3,7,2,2,3,6,7,5,3,4,4,6,7,4,7,5,6,4,3,4,1,3,6,5,5,3,1,4,5,6,6,5,7,5,4,2,2,5,5,5,4,6,5,6,4,3,3,4,2,3,5,5,3,0.83537
4,8,8,2,4,7,6,0,10,7,3,2,2,2,,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,10,13,1,,,,,,,,,3,,,,,3,1,5,4,7,5,2,2,2,3,7,4,3,4,4,5,6,3,1,7,6,5,4,5,1,5,3,4,4,5,7,3,1,3,6,4,7,4,7,3,7,2,4,7,3,1,4,4,2,1,2,2,3,7,5,7,4,2,1,1,4,1,0.927796
10,5,10,6,1,1,4,6,6,2,6,,,,,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,9,6,,,,,,,,,,1,5,,,,1,6,7,6,5,1,7,6,1,3,3,1,4,3,5,5,6,6,4,3,2,6,1,1,2,2,6,4,2,7,7,4,4,2,5,2,2,7,1,2,7,4,7,1,2,1,6,3,2,6,6,6,4,5,6,4,4,1,1,3,2,1,0.786165
5,1,5,4,1,8,1,2,1,2,6,,,,,1,1,0,1,1,0,0,1,0,1,1,1,1,0,1,8,14,1,,,,,,,,1,4,,,,,5,4,7,2,2,6,4,7,3,7,1,2,4,4,2,4,2,6,3,7,3,1,4,1,7,6,6,3,6,3,7,6,1,5,4,7,3,1,5,7,1,3,4,3,1,6,7,4,2,3,6,3,4,2,3,1,4,1,1,5,1,3,1.274004
9,0,2,3,10,0,6,9,0,10,5,,,,,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,2,,,,,,,,,,,3,,,,,7,2,1,7,5,7,6,7,4,6,4,4,1,2,2,1,5,4,4,5,2,1,2,7,4,1,5,5,5,1,7,3,4,6,2,2,5,7,5,2,4,4,7,3,6,4,5,5,6,1,7,5,7,2,5,3,4,2,3,6,6,3,1.436665
7,3,1,4,0,6,5,2,10,2,1,5,,,,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,5,,,,,,,,,,,2,5,,,,7,2,2,2,5,7,7,5,1,3,3,5,7,7,7,3,6,2,4,7,4,1,4,4,6,4,3,3,1,5,5,2,3,4,1,1,3,4,6,5,5,1,3,5,2,3,4,7,3,4,4,1,7,3,2,6,4,2,2,6,2,1,0.822522
9,4,7,0,3,5,9,3,0,8,3,2,3,2,,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,10,14,1,1,,2,,3,,,,2,7,,,,6,1,5,5,3,1,1,6,2,6,5,3,2,7,6,3,4,7,5,5,1,1,6,5,4,2,3,3,3,2,4,2,1,7,6,5,1,7,1,1,5,1,7,1,1,5,5,3,2,1,5,1,4,5,6,2,4,2,3,7,4,4,0.825348
2,1,1,8,0,2,5,3,5,1,3,4,,,,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,3,,,,3,2,,,,,1,1,4,,,,2,5,5,4,5,1,6,1,3,5,6,5,5,7,4,2,1,2,4,6,2,5,3,5,2,2,6,2,4,7,1,7,2,6,3,3,4,3,4,2,7,7,3,3,3,5,4,2,2,4,7,7,6,4,2,3,4,2,3,2,2,4,1.40826
8,3,0,4,7,4,4,0,10,9,1,4,,,,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,7,14,2,3,,,2,,1,,,4,,,,,5,6,4,6,3,7,2,5,4,6,7,6,7,7,6,2,6,4,1,3,2,4,1,7,1,4,5,7,6,4,3,3,2,6,4,1,6,6,3,7,6,3,3,7,1,7,3,3,3,2,3,5,5,3,1,7,4,1,1,4,3,3,0.9564
1,7,7,3,1,4,7,10,6,7,5,,,,,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,10,3,2,1,4,,5,2,3,,,4,,,,,5,2,7,5,6,4,4,2,3,6,3,1,3,6,7,6,5,2,1,4,4,4,7,5,1,1,1,3,3,3,3,7,1,2,1,4,5,7,4,7,1,6,6,4,6,5,7,7,3,2,1,2,3,4,4,6,4,1,3,1,3,4,1.075897
1,3,7,8,7,7,1,10,10,8,2,2,2,1,10,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,2,,,,,,,,,,,1,2,2,1,8,3,1,7,2,4,6,3,7,2,2,7,4,6,1,6,4,4,6,6,4,5,6,3,1,5,2,1,7,3,5,5,5,4,4,4,2,4,3,1,3,1,2,7,1,7,3,5,1,4,1,3,5,1,1,7,6,4,2,3,6,1,2,0.634095
0,7,3,4,9,0,5,8,2,4,3,4,,,,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,,,,,,,,,,,1,1,3,1,5,4,3,4,7,3,6,6,6,5,7,1,5,3,3,6,6,7,2,1,2,3,1,7,1,4,2,2,5,7,3,2,7,1,1,5,6,1,2,3,3,7,2,4,7,1,2,4,3,2,6,3,7,2,5,4,1,4,1,4,5,3,1,1.349396
2,2,6,9,10,8,6,9,3,5,3,2,3,1,9,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,7,12,,,,,,,,,,2,4,,,,3,6,3,5,1,6,4,3,7,4,2,2,6,7,7,3,7,4,3,3,7,2,2,4,4,7,3,7,2,3,1,7,2,1,6,1,4,7,3,7,3,4,1,2,3,2,6,4,4,5,2,2,1,5,6,6,4,1,4,7,4,1,0.736778
10,3,3,1,1,4,2,4,8,10,7,,,,,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,5,,,,,,,,,,,1,4,,,,4,4,3,6,1,6,2,5,3,2,2,7,1,4,7,3,5,2,5,1,6,5,3,3,1,7,1,7,5,5,7,4,7,5,2,1,5,5,2,4,7,6,3,6,1,2,5,7,1,2,3,2,1,3,1,6,4,2,3,2,6,1,1.191632
7,6,4,6,0,0,6,4,1,0,5,,,,,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,7,10,,,,,,,,,,4,,,,,4,6,5,4,5,1,7,1,1,1,4,4,2,2,2,3,4,3,5,6,7,2,5,6,4,3,7,2,3,6,6,7,2,5,1,6,3,5,5,7,4,3,4,6,6,1,2,1,4,4,3,4,2,1,6,5,4,1,2,4,3,4,1.113814
0,6,5,9,1,9,5,9,1,9,2,3,,,,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,8,6,,,,,,,,,,1,5,,,,4,6,3,3,3,3,1,1,6,3,6,3,6,6,3,3,5,5,3,4,6,3,6,2,4,7,4,3,5,6,2,3,4,7,6,4,7,7,2,2,6,4,4,1,1,6,4,1,3,4,3,5,7,7,7,3,4,2,3,1,1,2,0.978461
10,8,10,3,0,7,5,2,0,2,3,3,,,,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,10,9,2,,,,,,,,,4,,,,,4,5,5,5,3,5,6,5,1,4,7,7,5,7,4,7,7,7,1,4,4,6,6,2,2,6,3,7,5,5,3,7,4,5,1,4,1,6,1,1,4,1,3,3,5,1,2,6,2,5,1,2,6,7,7,4,4,2,1,7,2,2,0.963801
0,6,0,7,4,1,10,3,9,10,3,5,,,,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,10,14,1,3,,1,,,,,2,1,3,1,,,1,2,4,4,5,3,2,4,5,4,2,7,1,4,6,2,4,4,4,1,7,4,2,3,3,5,2,4,5,6,3,6,5,1,4,1,1,5,3,3,5,3,1,6,1,5,5,4,5,3,6,5,7,1,1,3,4,1,5,3,2,4,1.033708
10,1,7,8,4,8,2,5,3,10,3,2,3,2,,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,,,,,,,,,,,3,,,,,4,3,3,2,7,3,4,3,7,1,6,4,3,5,5,7,4,4,7,4,7,2,1,2,5,6,7,6,6,1,6,7,3,3,1,4,1,3,2,3,2,4,5,2,4,7,2,5,7,2,3,5,6,3,7,7,4,2,1,3,2,4,0.508956
0,3,3,4,6,7,10,8,7,9,5,,,,,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,2,,,,,,,,,,,3,,,,,3,4,1,1,7,3,7,4,1,6,5,7,6,1,2,3,1,4,7,6,2,3,2,5,5,1,2,2,4,2,4,7,1,1,3,1,5,6,2,4,5,5,1,3,7,4,5,1,2,7,4,1,6,7,4,4,4,2,3,6,5,2,1.037683
5,4,2,2,7,10,1,9,1,4,3,3,,,,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,4,,,,,,,,,,,3,,,,,1,5,1,3,7,6,2,3,1,5,3,4,5,1,4,3,3,3,7,7,3,7,3,7,5,7,2,5,2,6,1,7,2,2,1,7,6,7,2,2,4,4,2,3,1,2,1,3,7,5,5,7,2,3,4,6,4,1,3,5,2,3,1.298687
2,3,3,2,7,8,8,1,2,1,5,,,,,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,7,2,2,,,,,,,,,4,,,,,3,3,2,2,5,1,4,5,3,7,3,1,1,1,5,3,4,1,2,5,7,5,1,1,4,2,1,4,7,5,4,1,6,5,2,4,4,4,1,5,1,4,3,1,2,5,4,7,1,5,7,6,1,5,3,2,4,2,4,4,1,1,0.594629
0,5,6,1,3,4,4,5,0,4,4,,,,,0,0,1,0,1,1,0,0,1,0,0,0,1,1,1,7,2,2,,,,,,,,,2,6,,,,4,6,7,7,2,1,6,7,7,1,4,1,1,4,6,2,5,7,2,2,6,4,2,3,3,4,7,4,3,4,3,6,7,2,3,5,4,6,2,1,5,5,4,2,5,5,7,2,1,4,6,1,6,7,4,5,4,1,3,3,4,1,0.594703
9,2,2,2,4,7,1,6,8,6,5,,,,,0,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,,,,,,,,,1,,2,3,1,,,7,4,2,1,2,5,7,5,3,2,6,5,5,4,7,1,2,7,7,6,3,6,7,1,6,6,2,6,3,3,3,7,6,7,6,2,7,4,2,1,3,1,2,4,1,5,5,6,1,7,7,6,4,5,4,1,4,2,1,7,4,4,1.498552
2,10,9,4,9,6,0,6,9,3,4,,,,,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,4,,,,,,,,,,,1,1,1,,,6,3,2,7,5,1,5,7,1,5,3,3,2,4,6,7,7,4,1,7,5,1,1,1,4,5,3,3,6,3,3,4,5,3,5,5,3,1,5,7,4,1,2,7,1,2,6,5,1,1,7,2,1,6,7,2,4,1,1,2,3,1,1.199415
1,3,5,8,2,5,8,5,1,2,4,,,,,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,4,,,,,,,,,,,3,,,,,1,2,7,6,4,1,7,5,7,7,1,7,6,7,2,2,4,1,5,4,2,4,3,1,1,6,7,3,7,2,3,6,6,2,7,7,3,4,4,1,1,4,5,3,1,1,6,4,7,4,5,6,4,1,6,2,4,1,3,4,3,2,1.003019
2,2,9,5,5,0,2,0,2,0,7,,,,,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,6,7,,,,,,,,,,2,3,1,,,7,2,2,4,4,3,5,4,7,4,3,3,4,5,1,6,4,1,7,3,5,7,7,1,7,4,2,3,4,6,7,7,7,7,2,1,3,7,1,5,1,7,1,5,7,1,1,6,6,6,5,7,3,6,7,5,4,2,4,5,1,3,1.275256
